ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-04-12,1506.7216070617683,-1517.8546225118666,3990.506187658503,1506.7216070617683,1506.7216070617683,-224.19748386101355,-224.19748386101355,-224.19748386101355,203.61296027572507,203.61296027572507,203.61296027572507,-427.8104441367386,-427.8104441367386,-427.8104441367386,0.0,0.0,0.0,1282.5241232007547
2015-04-13,1506.849174862459,-1095.7151403931284,4420.464376787878,1506.849174862459,1506.849174862459,-16.185784547692933,-16.185784547692933,-16.185784547692933,411.6149411060242,411.6149411060242,411.6149411060242,-427.80072565371717,-427.80072565371717,-427.80072565371717,0.0,0.0,0.0,1490.663390314766
2015-04-14,1506.9767426631495,-1959.3722892124463,3673.6677961472265,1506.9767426631495,1506.9767426631495,-597.7989338466534,-597.7989338466534,-597.7989338466534,-172.00787204704852,-172.00787204704852,-172.00787204704852,-425.7910617996048,-425.7910617996048,-425.7910617996048,0.0,0.0,0.0,909.177808816496
2015-04-16,1507.2318782645307,-1426.9054360321186,3893.2589112220135,1507.2318782645307,1507.2318782645307,-262.5643963859729,-262.5643963859729,-262.5643963859729,156.0746826916169,156.0746826916169,156.0746826916169,-418.63907907758977,-418.63907907758977,-418.63907907758977,0.0,0.0,0.0,1244.6674818785577
2015-04-17,1507.3594460652214,-1237.0674151705466,4197.314670703544,1507.3594460652214,1507.3594460652214,4.867899737150576,4.867899737150576,4.867899737150576,419.7313386419486,419.7313386419486,419.7313386419486,-414.863438904798,-414.863438904798,-414.863438904798,0.0,0.0,0.0,1512.227345802372
2015-04-18,1507.4870138659119,-1607.4971451001327,3804.0376117126807,1507.4870138659119,1507.4870138659119,-390.41429756935287,-390.41429756935287,-390.41429756935287,21.36649982462817,21.36649982462817,21.36649982462817,-411.78079739398106,-411.78079739398106,-411.78079739398106,0.0,0.0,0.0,1117.072716296559
2015-04-19,1507.6145816666026,-1580.6866914961656,3960.5406082831933,1507.6145816666026,1507.6145816666026,-206.30750633785217,-206.30750633785217,-206.30750633785217,203.61296027408756,203.61296027408756,203.61296027408756,-409.92046661193973,-409.92046661193973,-409.92046661193973,0.0,0.0,0.0,1301.3070753287504
2015-04-20,1507.742149467293,-1300.9498479472682,4309.143566195482,1507.742149467293,1507.742149467293,1.892844730779831,1.892844730779831,1.892844730779831,411.6149411056939,411.6149411056939,411.6149411056939,-409.72209637491403,-409.72209637491403,-409.72209637491403,0.0,0.0,0.0,1509.634994198073
2015-04-21,1507.8697172679838,-1849.1705822057659,3672.3068055867393,1507.8697172679838,1507.8697172679838,-583.5325727952207,-583.5325727952207,-583.5325727952207,-172.00787204821134,-172.00787204821134,-172.00787204821134,-411.5247007470094,-411.5247007470094,-411.5247007470094,0.0,0.0,0.0,924.337144472763
2015-04-22,1507.9972850686743,-2888.283250542555,2831.234867971491,1507.9972850686743,1507.9972850686743,-1455.9515651093832,-1455.9515651093832,-1455.9515651093832,-1040.3925504894871,-1040.3925504894871,-1040.3925504894871,-415.5590146198961,-415.5590146198961,-415.5590146198961,0.0,0.0,0.0,52.04571995929109
2015-04-24,1508.2524206700555,-1241.5152467297507,4207.505676492662,1508.2524206700555,1508.2524206700555,-10.951342530899186,-10.951342530899186,-10.951342530899186,419.73133864150265,419.73133864150265,419.73133864150265,-430.68268117240183,-430.68268117240183,-430.68268117240183,0.0,0.0,0.0,1497.3010781391563
2015-04-25,1508.3799884707462,-1595.707551265661,3888.055671110438,1508.3799884707462,1508.3799884707462,-420.30528727506737,-420.30528727506737,-420.30528727506737,21.36649982602723,21.36649982602723,21.36649982602723,-441.67178710109465,-441.67178710109465,-441.67178710109465,0.0,0.0,0.0,1088.0747011956787
2015-04-26,1508.5075562714367,-1552.5184371032983,4130.36353414284,1508.5075562714367,1508.5075562714367,-251.08783279747934,-251.08783279747934,-251.08783279747934,203.612960275896,203.612960275896,203.612960275896,-454.7007930733753,-454.7007930733753,-454.7007930733753,0.0,0.0,0.0,1257.4197234739572
2015-04-27,1508.6351240721274,-1316.6206122966637,4230.243070238144,1508.6351240721274,1508.6351240721274,-57.84941680046309,-57.84941680046309,-57.84941680046309,411.61494110534096,411.61494110534096,411.61494110534096,-469.46435790580404,-469.46435790580404,-469.46435790580404,0.0,0.0,0.0,1450.7857072716643
2015-04-28,1508.7626918728179,-1822.95206537301,3758.5498223369536,1508.7626918728179,1508.7626918728179,-657.5811538501133,-657.5811538501133,-657.5811538501133,-172.00787204852398,-172.00787204852398,-172.00787204852398,-485.5732818015893,-485.5732818015893,-485.5732818015893,0.0,0.0,0.0,851.1815380227046
2015-04-29,1508.8902596735086,-2788.0156114447555,2528.6094678711274,1508.8902596735086,1508.8902596735086,-1542.9609893897161,-1542.9609893897161,-1542.9609893897161,-1040.3925504892593,-1040.3925504892593,-1040.3925504892593,-502.5684389004567,-502.5684389004567,-502.5684389004567,0.0,0.0,0.0,-34.07072971620755
2015-04-30,1509.0178274741993,-1627.6691905769737,3794.588293663242,1509.0178274741993,1509.0178274741993,-363.86185881326145,-363.86185881326145,-363.86185881326145,156.07468268854277,156.07468268854277,156.07468268854277,-519.9365415018042,-519.9365415018042,-519.9365415018042,0.0,0.0,0.0,1145.1559686609378
2015-05-01,1509.1453952748898,-1446.9569665210865,4053.6922699911947,1509.1453952748898,1509.1453952748898,-117.39590546763218,-117.39590546763218,-117.39590546763218,419.7313386415526,419.7313386415526,419.7313386415526,-537.1272441091847,-537.1272441091847,-537.1272441091847,0.0,0.0,0.0,1391.7494898072575
2015-05-02,1509.2729630755803,-1752.929514465676,3849.469384511983,1509.2729630755803,1509.2729630755803,-532.2045685678725,-532.2045685678725,-532.2045685678725,21.36649982662382,21.36649982662382,21.36649982662382,-553.5710683944963,-553.5710683944963,-553.5710683944963,0.0,0.0,0.0,977.0683945077078
2015-05-03,1509.400530876271,-1534.5988360854294,3656.2696844030456,1509.400530876271,1509.400530876271,-365.0846578632649,-365.0846578632649,-365.0846578632649,203.61296027548215,203.61296027548215,203.61296027548215,-568.6976181387471,-568.6976181387471,-568.6976181387471,0.0,0.0,0.0,1144.315873013006
2015-05-04,1509.5280986769617,-1345.649508986695,4018.986230002679,1509.5280986769617,1509.5280986769617,-170.33861508215602,-170.33861508215602,-170.33861508215602,411.6149411049879,411.6149411049879,411.6149411049879,-581.9535561871439,-581.9535561871439,-581.9535561871439,0.0,0.0,0.0,1339.1894835948056
2015-05-07,1509.9108020790334,-1627.2026955966278,3690.390815296067,1509.9108020790334,1509.9108020790334,-449.4983105251131,-449.4983105251131,-449.4983105251131,156.0746826892115,156.0746826892115,156.0746826892115,-605.5729932143246,-605.5729932143246,-605.5729932143246,0.0,0.0,0.0,1060.4124915539203
2015-05-08,1510.0395066858114,-1511.6018468800191,4106.756339353366,1510.0395066858114,1510.0395066858114,-186.99720634756227,-186.99720634756227,-186.99720634756227,419.73133864160246,419.73133864160246,419.73133864160246,-606.7285449891648,-606.7285449891648,-606.7285449891648,0.0,0.0,0.0,1323.042300338249
2015-05-09,1510.1682112925891,-1971.1753068212408,3553.3106748426108,1510.1682112925891,1510.1682112925891,-582.6875186977999,-582.6875186977999,-582.6875186977999,21.366499824920986,21.366499824920986,21.366499824920986,-604.0540185227209,-604.0540185227209,-604.0540185227209,0.0,0.0,0.0,927.4806925947893
2015-05-10,1510.2969158993671,-1772.5997004143362,3832.740413546004,1510.2969158993671,1510.2969158993671,-393.7903533698903,-393.7903533698903,-393.7903533698903,203.61296027617945,203.61296027617945,203.61296027617945,-597.4033136460697,-597.4033136460697,-597.4033136460697,0.0,0.0,0.0,1116.506562529477
2015-05-11,1510.425620506145,-1196.5273885956992,4099.360101785156,1510.425620506145,1510.425620506145,-175.1142062737282,-175.1142062737282,-175.1142062737282,411.6149411059251,411.6149411059251,411.6149411059251,-586.7291473796533,-586.7291473796533,-586.7291473796533,0.0,0.0,0.0,1335.3114142324166
2015-05-12,1510.5543251129227,-1903.5630697777804,3368.3949229878667,1510.5543251129227,1510.5543251129227,-744.0926763627382,-744.0926763627382,-744.0926763627382,-172.00787204812661,-172.00787204812661,-172.00787204812661,-572.0848043146115,-572.0848043146115,-572.0848043146115,0.0,0.0,0.0,766.4616487501845
2015-05-13,1510.6830297197007,-2610.534598893227,2772.7421154147087,1510.6830297197007,1510.6830297197007,-1594.0155953620192,-1594.0155953620192,-1594.0155953620192,-1040.3925504895499,-1040.3925504895499,-1040.3925504895499,-553.6230448724692,-553.6230448724692,-553.6230448724692,0.0,0.0,0.0,-83.33256564231851
2015-05-14,1510.8117343264785,-1506.6866542613018,3744.9269620924365,1510.8117343264785,1510.8117343264785,-375.51756784271043,-375.51756784271043,-375.51756784271043,156.07468269046137,156.07468269046137,156.07468269046137,-531.5922505331718,-531.5922505331718,-531.5922505331718,0.0,0.0,0.0,1135.294166483768
2015-05-15,1510.9404389332565,-1313.0048112231157,4430.178572183991,1510.9404389332565,1510.9404389332565,-86.59862262544029,-86.59862262544029,-86.59862262544029,419.7313386416524,419.7313386416524,419.7313386416524,-506.3299612670927,-506.3299612670927,-506.3299612670927,0.0,0.0,0.0,1424.341816307816
2015-05-16,1511.0691435400342,-1655.5709206154033,3724.3137896063145,1511.0691435400342,1511.0691435400342,-456.8875308254634,-456.8875308254634,-456.8875308254634,21.36649982631996,21.36649982631996,21.36649982631996,-478.25403065178335,-478.25403065178335,-478.25403065178335,0.0,0.0,0.0,1054.1816127145707
2015-05-17,1511.197848146812,-1554.3604572734037,3974.955358166713,1511.197848146812,1511.197848146812,-244.23872634727098,-244.23872634727098,-244.23872634727098,203.6129602744295,203.6129602744295,203.6129602744295,-447.8516866217005,-447.8516866217005,-447.8516866217005,0.0,0.0,0.0,1266.959121799541
2015-05-18,1511.32655275359,-1258.0169998283375,4345.261649957648,1511.32655275359,1511.32655275359,-4.051897788960838,-4.051897788960838,-4.051897788960838,411.61494110557203,411.61494110557203,411.61494110557203,-415.6668388945329,-415.6668388945329,-415.6668388945329,0.0,0.0,0.0,1507.2746549646292
2015-05-20,1511.5839619671456,-2708.0336649699407,2750.79735715334,1511.5839619671456,1511.5839619671456,-1388.715900069383,-1388.715900069383,-1388.715900069383,-1040.3925504892356,-1040.3925504892356,-1040.3925504892356,-348.32334958014746,-348.32334958014746,-348.32334958014746,0.0,0.0,0.0,122.86806189776257
2015-05-21,1511.7126665739236,-1319.5365552360229,4103.141574121904,1511.7126665739236,1511.7126665739236,-158.33034518552702,-158.33034518552702,-158.33034518552702,156.0746826883432,156.0746826883432,156.0746826883432,-314.4050278738702,-314.4050278738702,-314.4050278738702,0.0,0.0,0.0,1353.3823213883966
2015-05-22,1511.8413711807013,-1061.2799460476574,4433.121958024141,1511.8413711807013,1511.8413711807013,138.5776643010167,138.5776643010167,138.5776643010167,419.73133864120643,419.73133864120643,419.73133864120643,-281.1536743401897,-281.1536743401897,-281.1536743401897,0.0,0.0,0.0,1650.419035481718
2015-05-23,1511.9700757874793,-1435.4541922431229,3981.7432422416264,1511.9700757874793,1511.9700757874793,-227.80656547849014,-227.80656547849014,-227.80656547849014,21.366499825766816,21.366499825766816,21.366499825766816,-249.17306530425697,-249.17306530425697,-249.17306530425697,0.0,0.0,0.0,1284.1635103089893
2015-05-24,1512.0987803942571,-1171.4927483627093,4267.356959642801,1512.0987803942571,1512.0987803942571,-15.420649689634702,-15.420649689634702,-15.420649689634702,203.61296027512685,203.61296027512685,203.61296027512685,-219.03360996476155,-219.03360996476155,-219.03360996476155,0.0,0.0,0.0,1496.6781307046224
2015-05-25,1512.227485001035,-1070.380086523066,4597.637704991771,1512.227485001035,1512.227485001035,220.35596923769234,220.35596923769234,220.35596923769234,411.6149411060717,411.6149411060717,411.6149411060717,-191.25897186837932,-191.25897186837932,-191.25897186837932,0.0,0.0,0.0,1732.5834542387272
2015-05-26,1512.356189607813,-1658.7829765528127,3755.3792530493806,1512.356189607813,1512.356189607813,-338.32204673978396,-338.32204673978396,-338.32204673978396,-172.0078720496021,-172.0078720496021,-172.0078720496021,-166.31417469018186,-166.31417469018186,-166.31417469018186,0.0,0.0,0.0,1174.034142868029
2015-05-28,1512.6135988213687,-1392.1013809404396,4291.382300784661,1512.6135988213687,1512.6135988213687,29.652370400749923,29.652370400749923,29.652370400749923,156.07468268959303,156.07468268959303,156.07468268959303,-126.42231228884312,-126.42231228884312,-126.42231228884312,0.0,0.0,0.0,1542.2659692221187
2015-05-29,1512.7423034281462,-903.5473519606119,4757.471867115753,1512.7423034281462,1512.7423034281462,307.700048027052,307.700048027052,307.700048027052,419.73133864125634,419.73133864125634,419.73133864125634,-112.03129061420431,-112.03129061420431,-112.03129061420431,0.0,0.0,0.0,1820.4423514551981
2015-05-30,1512.8710080349242,-1239.607693946622,4376.149259592302,1512.8710080349242,1512.8710080349242,-80.20616890462416,-80.20616890462416,-80.20616890462416,21.366499825213737,21.366499825213737,21.366499825213737,-101.5726687298379,-101.5726687298379,-101.5726687298379,0.0,0.0,0.0,1432.6648391303002
2015-05-31,1512.999712641702,-1131.9246126031933,4333.332114989148,1512.999712641702,1512.999712641702,108.50392689842562,108.50392689842562,108.50392689842562,203.6129602758241,203.6129602758241,203.6129602758241,-95.10903337739849,-95.10903337739849,-95.10903337739849,0.0,0.0,0.0,1621.5036395401276
2015-06-01,1513.12841724848,-918.2117962940163,4460.4526846671215,1513.12841724848,1513.12841724848,318.9985895148441,318.9985895148441,318.9985895148441,411.61494110530367,411.61494110530367,411.61494110530367,-92.61635159045952,-92.61635159045952,-92.61635159045952,0.0,0.0,0.0,1832.127006763324
2015-06-04,1513.5145310688135,-1306.1202172557553,4262.614059153605,1513.5145310688135,1513.5145310688135,48.567307403148526,48.567307403148526,48.567307403148526,156.07468269026182,156.07468269026182,156.07468269026182,-107.50737528711329,-107.50737528711329,-107.50737528711329,0.0,0.0,0.0,1562.081838471962
2015-06-05,1513.6432356755913,-906.8732781022844,4630.555389946549,1513.6432356755913,1513.6432356755913,300.64902145357917,300.64902145357917,300.64902145357917,419.73133864034577,419.73133864034577,419.73133864034577,-119.0823171867666,-119.0823171867666,-119.0823171867666,0.0,0.0,0.0,1814.2922571291706
2015-06-07,1513.900644889147,-1166.088719262343,4164.27208928285,1513.900644889147,1513.900644889147,53.589406747222114,53.589406747222114,53.589406747222114,203.6129602752978,203.6129602752978,203.6129602752978,-150.0235535280757,-150.0235535280757,-150.0235535280757,0.0,0.0,0.0,1567.4900516363691
2015-06-08,1514.0293494959249,-1056.0600413912605,4582.437171469868,1514.0293494959249,1514.0293494959249,243.07492055260826,243.07492055260826,243.07492055260826,411.6149411058033,411.6149411058033,411.6149411058033,-168.54002055319503,-168.54002055319503,-168.54002055319503,0.0,0.0,0.0,1757.1042700485332
2015-06-09,1514.1580541027029,-1615.6069075161925,3899.3848469690274,1514.1580541027029,1514.1580541027029,-360.4925671422099,-360.4925671422099,-360.4925671422099,-172.00787204920456,-172.00787204920456,-172.00787204920456,-188.48469509300534,-188.48469509300534,-188.48469509300534,0.0,0.0,0.0,1153.665486960493
2015-06-11,1514.4154633162584,-1347.6773814345531,4146.688447287348,1514.4154633162584,1514.4154633162584,-74.74949054985288,-74.74949054985288,-74.74949054985288,156.07468269093053,156.07468269093053,156.07468269093053,-230.8241732407834,-230.8241732407834,-230.8241732407834,0.0,0.0,0.0,1439.6659727664055
2015-06-12,1514.5441679230364,-907.6683563725667,4456.020310521452,1514.5441679230364,1514.5441679230364,167.40047426742606,167.40047426742606,167.40047426742606,419.73133864182086,419.73133864182086,419.73133864182086,-252.3308643743948,-252.3308643743948,-252.3308643743948,0.0,0.0,0.0,1681.9446421904624
2015-06-13,1514.6728725298142,-1549.6667849608875,3988.041323583173,1514.6728725298142,1514.6728725298142,-252.14415450442291,-252.14415450442291,-252.14415450442291,21.366499825712353,21.366499825712353,21.366499825712353,-273.51065433013525,-273.51065433013525,-273.51065433013525,0.0,0.0,0.0,1262.5287180253913
2015-06-14,1514.8015771365922,-1173.6200262305465,4124.117222312074,1514.8015771365922,1514.8015771365922,-90.3812038454383,-90.3812038454383,-90.3812038454383,203.61296027488396,203.61296027488396,203.61296027488396,-293.99416412032224,-293.99416412032224,-293.99416412032224,0.0,0.0,0.0,1424.420373291154
2015-06-15,1514.9302817433697,-1328.1035495210413,4208.803618188093,1514.9302817433697,1514.9302817433697,98.15834639773958,98.15834639773958,98.15834639773958,411.6149411054503,411.6149411054503,411.6149411054503,-313.4565947077108,-313.4565947077108,-313.4565947077108,0.0,0.0,0.0,1613.0886281411092
2015-06-16,1515.0589863501477,-1716.5164931111665,3605.7883245731728,1515.0589863501477,1515.0589863501477,-503.6313945863897,-503.6313945863897,-503.6313945863897,-172.00787205036735,-172.00787205036735,-172.00787205036735,-331.6235225360224,-331.6235225360224,-331.6235225360224,0.0,0.0,0.0,1011.4275917637581
2015-06-18,1515.3163955637035,-1583.4689122076802,4007.674007900068,1515.3163955637035,1515.3163955637035,-207.17315008360478,-207.17315008360478,-207.17315008360478,156.07468268939348,156.07468268939348,156.07468268939348,-363.2478327729982,-363.2478327729982,-363.2478327729982,0.0,0.0,0.0,1308.1432454800988
2015-06-19,1515.4451001704815,-1219.707253332398,4207.6286439309115,1515.4451001704815,1515.4451001704815,43.295077240805725,43.295077240805725,43.295077240805725,419.7313386409103,419.7313386409103,419.7313386409103,-376.4362614001045,-376.4362614001045,-376.4362614001045,0.0,0.0,0.0,1558.7401774112873
2015-06-20,1515.573804777259,-1467.3770912846314,3984.280753359603,1515.573804777259,1515.573804777259,-366.4242246608968,-366.4242246608968,-366.4242246608968,21.366499825159263,21.366499825159263,21.366499825159263,-387.7907244860561,-387.7907244860561,-387.7907244860561,0.0,0.0,0.0,1149.1495801163624
2015-06-21,1515.702509384037,-1547.6750057778916,4146.134441376759,1515.702509384037,1515.702509384037,-193.70222356059784,-193.70222356059784,-193.70222356059784,203.61296027447003,203.61296027447003,203.61296027447003,-397.3151838350679,-397.3151838350679,-397.3151838350679,0.0,0.0,0.0,1322.0002858234393
2015-06-22,1515.8312139908148,-1116.8186576306412,4403.519753777933,1515.8312139908148,1515.8312139908148,6.552006777680073,6.552006777680073,6.552006777680073,411.61494110509733,411.61494110509733,411.61494110509733,-405.0629343274173,-405.0629343274173,-405.0629343274173,0.0,0.0,0.0,1522.383220768495
2015-06-23,1515.9599185975926,-1858.5264486864721,3722.8200767859544,1515.9599185975926,1515.9599185975926,-583.1390341516702,-583.1390341516702,-583.1390341516702,-172.00787204838215,-172.00787204838215,-172.00787204838215,-411.1311621032881,-411.1311621032881,-411.1311621032881,0.0,0.0,0.0,932.8208844459224
2015-06-25,1516.2922478811456,-1514.3389060701393,3894.911346924991,1516.2922478811456,1516.2922478811456,-262.7228713603978,-262.7228713603978,-262.7228713603978,156.07468269064339,156.07468269064339,156.07468269064339,-418.7975540510412,-418.7975540510412,-418.7975540510412,0.0,0.0,0.0,1253.569376520748
2015-06-26,1516.4584125229221,-1226.0564800550417,4225.311394434444,1516.4584125229221,1516.4584125229221,-1.0161409539166326,-1.0161409539166326,-1.0161409539166326,419.73133864096025,419.73133864096025,419.73133864096025,-420.74747959487684,-420.74747959487684,-420.74747959487684,0.0,0.0,0.0,1515.4422715690055
2015-06-28,1516.7907418064751,-1505.083881085638,4091.9249267147125,1516.7907418064751,1516.7907418064751,-218.2661613669574,-218.2661613669574,-218.2661613669574,203.61296027394377,203.61296027394377,203.61296027394377,-421.8791216409012,-421.8791216409012,-421.8791216409012,0.0,0.0,0.0,1298.5245804395176
2015-06-29,1516.9569064482516,-1391.2279387364013,4248.445420616459,1516.9569064482516,1516.9569064482516,-9.859178764666249,-9.859178764666249,-9.859178764666249,411.6149411051819,411.6149411051819,411.6149411051819,-421.4741198698482,-421.4741198698482,-421.4741198698482,0.0,0.0,0.0,1507.0977276835854
2015-07-02,1517.4554003735811,-1732.644840931975,3860.572100976954,1517.4554003735811,1517.4554003735811,-262.59901722173475,-262.59901722173475,-262.59901722173475,156.07468269189323,156.07468269189323,156.07468269189323,-418.67369991362796,-418.67369991362796,-418.67369991362796,0.0,0.0,0.0,1254.8563831518463
2015-07-03,1517.6215650153576,-1236.8659216597155,4275.154727360537,1517.6215650153576,1517.6215650153576,1.9896137753714707,1.9896137753714707,1.9896137753714707,419.73133864101004,419.73133864101004,419.73133864101004,-417.7417248656386,-417.7417248656386,-417.7417248656386,0.0,0.0,0.0,1519.6111787907291
2015-07-04,1517.7877296571342,-1588.4210652129598,3837.8683821079844,1517.7877296571342,1517.7877296571342,-395.64376595592364,-395.64376595592364,-395.64376595592364,21.36649982485545,21.36649982485545,21.36649982485545,-417.0102657807791,-417.0102657807791,-417.0102657807791,0.0,0.0,0.0,1122.1439637012104
2015-07-05,1517.9538942989107,-1540.0059324764861,4157.464488041575,1517.9538942989107,1517.9538942989107,-212.94092094846107,-212.94092094846107,-212.94092094846107,203.61296027464107,203.61296027464107,203.61296027464107,-416.5538812231021,-416.5538812231021,-416.5538812231021,0.0,0.0,0.0,1305.0129733504496
2015-07-06,1518.1200589406872,-1155.5887153231888,4181.539602736506,1518.1200589406872,1518.1200589406872,-4.800234489422394,-4.800234489422394,-4.800234489422394,411.61494110568145,411.61494110568145,411.61494110568145,-416.41517559510385,-416.41517559510385,-416.41517559510385,0.0,0.0,0.0,1513.3198244512648
2015-07-08,1518.4523882242402,-2567.8329219215025,2783.871011245418,1518.4523882242402,1518.4523882242402,-1457.4978463455634,-1457.4978463455634,-1457.4978463455634,-1040.392550489533,-1040.392550489533,-1040.392550489533,-417.1052958560301,-417.1052958560301,-417.1052958560301,0.0,0.0,0.0,60.954541878676764
2015-07-09,1518.6185528660167,-1570.109678452344,4060.6895102516587,1518.6185528660167,1518.6185528660167,-261.7947654087228,-261.7947654087228,-261.7947654087228,156.07468269035618,156.07468269035618,156.07468269035618,-417.869448099079,-417.869448099079,-417.869448099079,0.0,0.0,0.0,1256.8237874572937
2015-07-10,1518.7847175077932,-1238.7213921426094,4258.72348972111,1518.7847175077932,1518.7847175077932,0.9029401887914403,0.9029401887914403,0.9029401887914403,419.7313386415247,419.7313386415247,419.7313386415247,-418.82839845273327,-418.82839845273327,-418.82839845273327,0.0,0.0,0.0,1519.6876576965847
2015-07-11,1518.9508821495697,-1677.0568636384905,4098.061997428328,1518.9508821495697,1518.9508821495697,-398.5274642864587,-398.5274642864587,-398.5274642864587,21.36649982545201,21.36649982545201,21.36649982545201,-419.89396411191075,-419.89396411191075,-419.89396411191075,0.0,0.0,0.0,1120.423417863111
2015-07-12,1519.1170467913462,-1495.4225189915803,4295.175963902288,1519.1170467913462,1519.1170467913462,-217.35124170834573,-217.35124170834573,-217.35124170834573,203.61296027533837,203.61296027533837,203.61296027533837,-420.9642019836841,-420.9642019836841,-420.9642019836841,0.0,0.0,0.0,1301.7658050830005
2015-07-13,1519.2832114331227,-1336.9971219111055,4252.619654035641,1519.2832114331227,1519.2832114331227,-10.313989784787175,-10.313989784787175,-10.313989784787175,411.614941106181,411.614941106181,411.614941106181,-421.92893089096816,-421.92893089096816,-421.92893089096816,0.0,0.0,0.0,1508.9692216483354
2015-07-14,1519.4493760748992,-1747.8005465012025,3809.866611801323,1519.4493760748992,1519.4493760748992,-594.6833025258314,-594.6833025258314,-594.6833025258314,-172.00787204642455,-172.00787204642455,-172.00787204642455,-422.6754304794069,-422.6754304794069,-422.6754304794069,0.0,0.0,0.0,924.7660735490678
2015-07-16,1519.7817053584522,-1526.7432116303019,4085.430221389324,1519.7817053584522,1519.7817053584522,-267.00912313049685,-267.00912313049685,-267.00912313049685,156.07468269102492,156.07468269102492,156.07468269102492,-423.08380582152176,-423.08380582152176,-423.08380582152176,0.0,0.0,0.0,1252.7725822279554
2015-07-17,1519.9478700002287,-1288.1255761831085,4310.8304928593,1519.9478700002287,1519.9478700002287,-2.825524520410873,-2.825524520410873,-2.825524520410873,419.73133864203936,419.73133864203936,419.73133864203936,-422.5568631624502,-422.5568631624502,-422.5568631624502,0.0,0.0,0.0,1517.1223454798178
2015-07-18,1520.1140346420052,-1661.7112838857124,3843.142599027899,1520.1140346420052,1520.1140346420052,-400.07670601530526,-400.07670601530526,-400.07670601530526,21.366499824898856,21.366499824898856,21.366499824898856,-421.44320584020414,-421.44320584020414,-421.44320584020414,0.0,0.0,0.0,1120.0373286267
2015-07-19,1520.2801992837817,-1225.881589591339,3789.7942762698235,1520.2801992837817,1520.2801992837817,-216.08087488976568,-216.08087488976568,-216.08087488976568,203.61296027492452,203.61296027492452,203.61296027492452,-419.69383516469014,-419.69383516469014,-419.69383516469014,0.0,0.0,0.0,1304.199324394016
2015-07-20,1520.4463639255582,-1105.1366340140694,4450.101606757657,1520.4463639255582,1520.4463639255582,-5.668317908636506,-5.668317908636506,-5.668317908636506,411.61494110626563,411.61494110626563,411.61494110626563,-417.2832590149021,-417.2832590149021,-417.2832590149021,0.0,0.0,0.0,1514.7780460169217
2015-07-23,1520.9448578508877,-1495.6629950709976,4010.1780236677196,1520.9448578508877,1520.9448578508877,-250.12833739479817,-250.12833739479817,-250.12833739479817,156.07468269169368,156.07468269169368,156.07468269169368,-406.20302008649185,-406.20302008649185,-406.20302008649185,0.0,0.0,0.0,1270.8165204560896
2015-07-24,1521.1110224926642,-1168.7482720022138,4144.477176373063,1521.1110224926642,1521.1110224926642,18.344058343560327,18.344058343560327,18.344058343560327,419.73133864208916,419.73133864208916,419.73133864208916,-401.3872802985289,-401.3872802985289,-401.3872802985289,0.0,0.0,0.0,1539.4550808362246
2015-07-25,1521.2771871344407,-1505.7088021330292,3835.587498515158,1521.2771871344407,1521.2771871344407,-374.7775227570315,-374.7775227570315,-374.7775227570315,21.366499826297982,21.366499826297982,21.366499826297982,-396.14402258332944,-396.14402258332944,-396.14402258332944,0.0,0.0,0.0,1146.4996643774093
2015-07-26,1521.4433517762172,-1304.4324966538286,3981.325559751339,1521.4433517762172,1521.4433517762172,-186.96530299973642,-186.96530299973642,-186.96530299973642,203.6129602755093,203.6129602755093,203.6129602755093,-390.5782632752458,-390.5782632752458,-390.5782632752458,0.0,0.0,0.0,1334.4780487764808
2015-07-27,1521.6095164179937,-1228.5687988760346,4327.732408047244,1521.6095164179937,1521.6095164179937,26.809896776340427,26.809896776340427,26.809896776340427,411.6149411046452,411.6149411046452,411.6149411046452,-384.80504432830475,-384.80504432830475,-384.80504432830475,0.0,0.0,0.0,1548.419413194334
2015-07-30,1522.1080103433233,-1247.1845494261897,3827.502619806438,1522.1080103433233,1522.1080103433233,-211.3449291777531,-211.3449291777531,-211.3449291777531,156.07468269294355,156.07468269294355,156.07468269294355,-367.41961187069666,-367.41961187069666,-367.41961187069666,0.0,0.0,0.0,1310.7630811655702
2015-07-31,1522.2741749850998,-1304.5582395424688,4266.829915794086,1522.2741749850998,1522.2741749850998,57.77045893305782,57.77045893305782,57.77045893305782,419.7313386416432,419.7313386416432,419.7313386416432,-361.9608797085854,-361.9608797085854,-361.9608797085854,0.0,0.0,0.0,1580.0446339181576
2015-08-01,1522.4403396268763,-1337.120651948277,3981.338120251764,1522.4403396268763,1522.4403396268763,-335.44312255909205,-335.44312255909205,-335.44312255909205,21.36649982574481,21.36649982574481,21.36649982574481,-356.80962238483687,-356.80962238483687,-356.80962238483687,0.0,0.0,0.0,1186.9972170677843
2015-08-02,1522.6065042686528,-1160.637109591246,4181.572555693537,1522.6065042686528,1522.6065042686528,-148.39948424487724,-148.39948424487724,-148.39948424487724,203.61296027509545,203.61296027509545,203.61296027509545,-352.0124445199727,-352.0124445199727,-352.0124445199727,0.0,0.0,0.0,1374.2070200237756
